Ref_Date,GEO,SEX,AGE,Vector,Coordinate,Value
2005/2007,Territories,Both sexes,At age 65,v52302215,12.1.2,16.9
2006/2008,Territories,Both sexes,At age 65,v52302215,12.1.2,16.7
2007/2009,Territories,Both sexes,At age 65,v52302215,12.1.2,16.9
1992/1994,Territories,Males,At birth,v52302216,12.2.1,70.6
1993/1995,Territories,Males,At birth,v52302216,12.2.1,71.0
1994/1996,Territories,Males,At birth,v52302216,12.2.1,71.2
1995/1997,Territories,Males,At birth,v52302216,12.2.1,71.9
1996/1998,Territories,Males,At birth,v52302216,12.2.1,71.6
1997/1999,Territories,Males,At birth,v52302216,12.2.1,71.9
1998/2000,Territories,Males,At birth,v52302216,12.2.1,71.5
1999/2001,Territories,Males,At birth,v52302216,12.2.1,71.9
2000/2002,Territories,Males,At birth,v52302216,12.2.1,71.9
2001/2003,Territories,Males,At birth,v52302216,12.2.1,72.0
2002/2004,Territories,Males,At birth,v52302216,12.2.1,72.3
2003/2005,Territories,Males,At birth,v52302216,12.2.1,72.9
2004/2006,Territories,Males,At birth,v52302216,12.2.1,73.3
2005/2007,Territories,Males,At birth,v52302216,12.2.1,73.1
2006/2008,Territories,Males,At birth,v52302216,12.2.1,72.5
2007/2009,Territories,Males,At birth,v52302216,12.2.1,72.5
1992/1994,Territories,Males,At age 65,v52302217,12.2.2,14.6
1993/1995,Territories,Males,At age 65,v52302217,12.2.2,14.7
1994/1996,Territories,Males,At age 65,v52302217,12.2.2,14.8
1995/1997,Territories,Males,At age 65,v52302217,12.2.2,15.0
1996/1998,Territories,Males,At age 65,v52302217,12.2.2,15.4
1997/1999,Territories,Males,At age 65,v52302217,12.2.2,15.6
1998/2000,Territories,Males,At age 65,v52302217,12.2.2,15.3
1999/2001,Territories,Males,At age 65,v52302217,12.2.2,15.3
2000/2002,Territories,Males,At age 65,v52302217,12.2.2,14.9
2001/2003,Territories,Males,At age 65,v52302217,12.2.2,15.3
2002/2004,Territories,Males,At age 65,v52302217,12.2.2,15.7
2003/2005,Territories,Males,At age 65,v52302217,12.2.2,16.1
2004/2006,Territories,Males,At age 65,v52302217,12.2.2,15.6
2005/2007,Territories,Males,At age 65,v52302217,12.2.2,15.3
2006/2008,Territories,Males,At age 65,v52302217,12.2.2,15.3
2007/2009,Territories,Males,At age 65,v52302217,12.2.2,15.6
1992/1994,Territories,Females,At birth,v52302218,12.3.1,76.6
1993/1995,Territories,Females,At birth,v52302218,12.3.1,77.1
1994/1996,Territories,Females,At birth,v52302218,12.3.1,78.0
1995/1997,Territories,Females,At birth,v52302218,12.3.1,77.6
1996/1998,Territories,Females,At birth,v52302218,12.3.1,77.5
1997/1999,Territories,Females,At birth,v52302218,12.3.1,76.7
1998/2000,Territories,Females,At birth,v52302218,12.3.1,76.3
1999/2001,Territories,Females,At birth,v52302218,12.3.1,76.7
2000/2002,Territories,Females,At birth,v52302218,12.3.1,76.9
2001/2003,Territories,Females,At birth,v52302218,12.3.1,77.1
2002/2004,Territories,Females,At birth,v52302218,12.3.1,77.7
2003/2005,Territories,Females,At birth,v52302218,12.3.1,78.6
2004/2006,Territories,Females,At birth,v52302218,12.3.1,79.3
2005/2007,Territories,Females,At birth,v52302218,12.3.1,79.1
2006/2008,Territories,Females,At birth,v52302218,12.3.1,78.5
2007/2009,Territories,Females,At birth,v52302218,12.3.1,78.2
1992/1994,Territories,Females,At age 65,v52302219,12.3.2,17.0
1993/1995,Territories,Females,At age 65,v52302219,12.3.2,17.7
1994/1996,Territories,Females,At age 65,v52302219,12.3.2,18.8
1995/1997,Territories,Females,At age 65,v52302219,12.3.2,18.7
1996/1998,Territories,Females,At age 65,v52302219,12.3.2,18.4
1997/1999,Territories,Females,At age 65,v52302219,12.3.2,17.8
1998/2000,Territories,Females,At age 65,v52302219,12.3.2,17.2
1999/2001,Territories,Females,At age 65,v52302219,12.3.2,16.9
2000/2002,Territories,Females,At age 65,v52302219,12.3.2,17.0
2001/2003,Territories,Females,At age 65,v52302219,12.3.2,17.0
2002/2004,Territories,Females,At age 65,v52302219,12.3.2,17.8
2003/2005,Territories,Females,At age 65,v52302219,12.3.2,18.4
2004/2006,Territories,Females,At age 65,v52302219,12.3.2,19.2
2005/2007,Territories,Females,At age 65,v52302219,12.3.2,19.0
2006/2008,Territories,Females,At age 65,v52302219,12.3.2,18.4
2007/2009,Territories,Females,At age 65,v52302219,12.3.2,18.4
